model,epoch,dataset,loss_type,loss
XGBoost,45,validation_1,mlogloss,0.35626537580134343
XGBoost,46,validation_1,mlogloss,0.3493086922673181
XGBoost,47,validation_1,mlogloss,0.34277236483211243
XGBoost,48,validation_1,mlogloss,0.33621712000217807
XGBoost,49,validation_1,mlogloss,0.33023584886843305
XGBoost,50,validation_1,mlogloss,0.3245185761371629
XGBoost,51,validation_1,mlogloss,0.3191305744643555
XGBoost,52,validation_1,mlogloss,0.31394746537861684
XGBoost,53,validation_1,mlogloss,0.30893306658722863
XGBoost,54,validation_1,mlogloss,0.3040213005668425
XGBoost,55,validation_1,mlogloss,0.29962455724112264
XGBoost,56,validation_1,mlogloss,0.29525899699022795
XGBoost,57,validation_1,mlogloss,0.29088671549148
XGBoost,58,validation_1,mlogloss,0.2867549612299548
XGBoost,59,validation_1,mlogloss,0.2829861800561769
XGBoost,60,validation_1,mlogloss,0.27921091153963284
XGBoost,61,validation_1,mlogloss,0.2757580119897988
XGBoost,62,validation_1,mlogloss,0.27233706186812456
XGBoost,63,validation_1,mlogloss,0.26916014539449856
XGBoost,64,validation_1,mlogloss,0.2659265292530469
XGBoost,65,validation_1,mlogloss,0.2628595076927275
XGBoost,66,validation_1,mlogloss,0.2600025558967279
XGBoost,67,validation_1,mlogloss,0.2572341924000866
XGBoost,68,validation_1,mlogloss,0.2544322904910126
XGBoost,69,validation_1,mlogloss,0.25192953826224884
XGBoost,70,validation_1,mlogloss,0.24949608094652848
XGBoost,71,validation_1,mlogloss,0.2471334448370477
XGBoost,72,validation_1,mlogloss,0.2449047418080309
XGBoost,73,validation_1,mlogloss,0.24277774782460004
XGBoost,74,validation_1,mlogloss,0.24063531016348774
XGBoost,75,validation_1,mlogloss,0.23861949350173242
XGBoost,76,validation_1,mlogloss,0.23677263032083568
XGBoost,77,validation_1,mlogloss,0.23488170188127752
XGBoost,78,validation_1,mlogloss,0.23314333872201715
XGBoost,79,validation_1,mlogloss,0.23147077782255193
XGBoost,80,validation_1,mlogloss,0.22977107045750267
XGBoost,81,validation_1,mlogloss,0.22831059079105623
XGBoost,82,validation_1,mlogloss,0.22686508247309378
XGBoost,83,validation_1,mlogloss,0.22550298410599862
XGBoost,84,validation_1,mlogloss,0.22420197211858645
XGBoost,85,validation_1,mlogloss,0.22278442640347046
XGBoost,86,validation_1,mlogloss,0.22156537477958618
XGBoost,87,validation_1,mlogloss,0.22035488906249392
XGBoost,88,validation_1,mlogloss,0.2191584541945654
XGBoost,89,validation_1,mlogloss,0.21787387617527001
XGBoost,90,validation_1,mlogloss,0.21666119126333358
XGBoost,91,validation_1,mlogloss,0.21560743637175564
XGBoost,92,validation_1,mlogloss,0.2146228828744682
XGBoost,93,validation_1,mlogloss,0.2135687820688056
XGBoost,94,validation_1,mlogloss,0.2125599597219126
XGBoost,95,validation_1,mlogloss,0.21170994377630722
XGBoost,96,validation_1,mlogloss,0.2110636762281812
XGBoost,97,validation_1,mlogloss,0.21023669149021396
XGBoost,98,validation_1,mlogloss,0.2094365297951518
XGBoost,99,validation_1,mlogloss,0.20852024404853362
XGBoost,100,validation_1,mlogloss,0.20766891342668664
XGBoost,101,validation_1,mlogloss,0.20707584093943648
XGBoost,102,validation_1,mlogloss,0.20633776132542841
XGBoost,103,validation_1,mlogloss,0.2057327445950456
XGBoost,104,validation_1,mlogloss,0.20498683697349754
XGBoost,105,validation_1,mlogloss,0.2044010081272448
XGBoost,106,validation_1,mlogloss,0.20383395204485105
XGBoost,107,validation_1,mlogloss,0.20332156187276001
XGBoost,108,validation_1,mlogloss,0.20288118291590929
XGBoost,109,validation_1,mlogloss,0.20234668968451425
XGBoost,110,validation_1,mlogloss,0.2017998592132936
XGBoost,111,validation_1,mlogloss,0.20113804430611648
XGBoost,112,validation_1,mlogloss,0.20077391979357181
XGBoost,113,validation_1,mlogloss,0.200280972055015
XGBoost,114,validation_1,mlogloss,0.1996475883953843
XGBoost,115,validation_1,mlogloss,0.1993827003955913
XGBoost,116,validation_1,mlogloss,0.19894310303928459
XGBoost,117,validation_1,mlogloss,0.19860423978144315
XGBoost,118,validation_1,mlogloss,0.19812425647591916
XGBoost,119,validation_1,mlogloss,0.1976175445972706
XGBoost,120,validation_1,mlogloss,0.19721809334696203
XGBoost,121,validation_1,mlogloss,0.19685210291546532
XGBoost,122,validation_1,mlogloss,0.19625110469558696
XGBoost,123,validation_1,mlogloss,0.1961142144324265
XGBoost,124,validation_1,mlogloss,0.19573744149766614
XGBoost,125,validation_1,mlogloss,0.19544279351764798
XGBoost,126,validation_1,mlogloss,0.19527354044476752
XGBoost,127,validation_1,mlogloss,0.1950869703526749
XGBoost,128,validation_1,mlogloss,0.19471844993206744
XGBoost,129,validation_1,mlogloss,0.1944948647661465
XGBoost,130,validation_1,mlogloss,0.19424888485079492
XGBoost,131,validation_1,mlogloss,0.1941663470994211
XGBoost,132,validation_1,mlogloss,0.19383420552933933
XGBoost,133,validation_1,mlogloss,0.19361570025911748
XGBoost,134,validation_1,mlogloss,0.19338701190579055
XGBoost,135,validation_1,mlogloss,0.1932157954647404
XGBoost,136,validation_1,mlogloss,0.1930635244460775
XGBoost,137,validation_1,mlogloss,0.19271740385257924
XGBoost,138,validation_1,mlogloss,0.1925040528208637
XGBoost,139,validation_1,mlogloss,0.19245061577514158
XGBoost,140,validation_1,mlogloss,0.19246428976362293
XGBoost,141,validation_1,mlogloss,0.19230444915177827
XGBoost,142,validation_1,mlogloss,0.19212360732822936
XGBoost,143,validation_1,mlogloss,0.1918773127565231
XGBoost,144,validation_1,mlogloss,0.19170962745232512
XGBoost,145,validation_1,mlogloss,0.19157283335599878
XGBoost,146,validation_1,mlogloss,0.19154976883110797
XGBoost,147,validation_1,mlogloss,0.19134722881066824
XGBoost,148,validation_1,mlogloss,0.19100080128113028
XGBoost,149,validation_1,mlogloss,0.19073318726455402
XGBoost,150,validation_1,mlogloss,0.19075578785157102
XGBoost,151,validation_1,mlogloss,0.1906820376500945
XGBoost,152,validation_1,mlogloss,0.19051643144394637
XGBoost,153,validation_1,mlogloss,0.1905371474872883
XGBoost,154,validation_1,mlogloss,0.19026188676469527
XGBoost,155,validation_1,mlogloss,0.19028416107076482
XGBoost,156,validation_1,mlogloss,0.19018682261494022
XGBoost,157,validation_1,mlogloss,0.18997494891146233
XGBoost,158,validation_1,mlogloss,0.18990192006944673
XGBoost,159,validation_1,mlogloss,0.18993739893429365
XGBoost,160,validation_1,mlogloss,0.18972146339920565
XGBoost,161,validation_1,mlogloss,0.1896123933797196
XGBoost,162,validation_1,mlogloss,0.1895856367123888
XGBoost,163,validation_1,mlogloss,0.1893613318311681
XGBoost,164,validation_1,mlogloss,0.18943519496751995
XGBoost,165,validation_1,mlogloss,0.189388081473651
XGBoost,166,validation_1,mlogloss,0.18914915176672667
XGBoost,167,validation_1,mlogloss,0.1890739846979624
XGBoost,168,validation_1,mlogloss,0.18899504911675136
XGBoost,169,validation_1,mlogloss,0.1889879490311431
XGBoost,170,validation_1,mlogloss,0.18895473194392584
XGBoost,171,validation_1,mlogloss,0.1888292388829424
XGBoost,172,validation_1,mlogloss,0.1888019247089444
XGBoost,173,validation_1,mlogloss,0.18862151428661292
XGBoost,174,validation_1,mlogloss,0.18864352262001408
XGBoost,175,validation_1,mlogloss,0.1884221860951569
XGBoost,176,validation_1,mlogloss,0.1882537024128237
XGBoost,177,validation_1,mlogloss,0.1882217303555391
XGBoost,178,validation_1,mlogloss,0.1881138510136857
XGBoost,179,validation_1,mlogloss,0.1879627524276002
XGBoost,180,validation_1,mlogloss,0.18792532523493327
XGBoost,181,validation_1,mlogloss,0.18795854363772146
XGBoost,182,validation_1,mlogloss,0.18798171859092833
XGBoost,183,validation_1,mlogloss,0.18793452745754655
XGBoost,184,validation_1,mlogloss,0.1879258416091374
XGBoost,185,validation_1,mlogloss,0.187848771034267
XGBoost,186,validation_1,mlogloss,0.18781662327519175
XGBoost,187,validation_1,mlogloss,0.18772339075483982
XGBoost,188,validation_1,mlogloss,0.18753411900580522
XGBoost,189,validation_1,mlogloss,0.1875151186087238
XGBoost,190,validation_1,mlogloss,0.18750820160319173
XGBoost,191,validation_1,mlogloss,0.18748612245764312
XGBoost,192,validation_1,mlogloss,0.18750408832923252
XGBoost,193,validation_1,mlogloss,0.18743462971459698
XGBoost,194,validation_1,mlogloss,0.18742969090039666
XGBoost,195,validation_1,mlogloss,0.18734922006101581
XGBoost,196,validation_1,mlogloss,0.1875148938854955
XGBoost,197,validation_1,mlogloss,0.1874875603032398
XGBoost,198,validation_1,mlogloss,0.18740965764289935
XGBoost,199,validation_1,mlogloss,0.18733075621428796
XGBoost,200,validation_1,mlogloss,0.1873287224584503
