model,epoch,dataset,loss_type,loss
XGBoost,196,validation_0,mlogloss,0.11998426746795327
XGBoost,197,validation_0,mlogloss,0.11961640304334893
XGBoost,198,validation_0,mlogloss,0.11928372641432408
XGBoost,199,validation_0,mlogloss,0.11901869743829398
XGBoost,200,validation_0,mlogloss,0.11880076171080671
XGBoost,1,validation_1,mlogloss,1.6866512831353044
XGBoost,2,validation_1,mlogloss,1.5757294830429882
XGBoost,3,validation_1,mlogloss,1.4793413101343553
XGBoost,4,validation_1,mlogloss,1.394884674922572
XGBoost,5,validation_1,mlogloss,1.3195156582479752
XGBoost,6,validation_1,mlogloss,1.2513789281901733
XGBoost,7,validation_1,mlogloss,1.1892114197579506
XGBoost,8,validation_1,mlogloss,1.1333331475898611
XGBoost,9,validation_1,mlogloss,1.0810638747130312
XGBoost,10,validation_1,mlogloss,1.0334163739137854
XGBoost,11,validation_1,mlogloss,0.9890163785099718
XGBoost,12,validation_1,mlogloss,0.9480862477662922
XGBoost,13,validation_1,mlogloss,0.9092349094997624
XGBoost,14,validation_1,mlogloss,0.8732844699995554
XGBoost,15,validation_1,mlogloss,0.8388316306522712
XGBoost,16,validation_1,mlogloss,0.8072122319946488
XGBoost,17,validation_1,mlogloss,0.7773848646379172
XGBoost,18,validation_1,mlogloss,0.7491055556421556
XGBoost,19,validation_1,mlogloss,0.7226746567948801
XGBoost,20,validation_1,mlogloss,0.6975355436603671
XGBoost,21,validation_1,mlogloss,0.6738907860311297
XGBoost,22,validation_1,mlogloss,0.6512343398092761
XGBoost,23,validation_1,mlogloss,0.6299601658990671
XGBoost,24,validation_1,mlogloss,0.609343883654057
XGBoost,25,validation_1,mlogloss,0.5905035853651425
XGBoost,26,validation_1,mlogloss,0.5724945787863105
XGBoost,27,validation_1,mlogloss,0.5552426971323683
XGBoost,28,validation_1,mlogloss,0.5384871503690835
XGBoost,29,validation_1,mlogloss,0.5233637751387771
XGBoost,30,validation_1,mlogloss,0.5085732572018525
XGBoost,31,validation_1,mlogloss,0.4947185658289046
XGBoost,32,validation_1,mlogloss,0.48129972027865003
XGBoost,33,validation_1,mlogloss,0.4684278281777544
